,brand,category,size,rating,number_of_reviews,love,price,online_only,exclusive,limited_edition,price_box
502,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.0,264,32400,140.0,No,No,No,11.283835753642643
503,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.0,145,20600,140.0,No,No,No,11.283835753642643
504,Jo Malone London,Perfume Gift Sets,2 x 0.3 oz/ 9 mL,3.5,3,1800,45.0,No,Yes,No,7.081144362518933
505,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.0,107,17900,140.0,No,No,No,11.283835753642643
506,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.5,171,27100,140.0,No,No,No,11.283835753642643
507,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.5,32,3400,140.0,No,No,No,11.283835753642643
508,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.5,66,10600,140.0,No,No,No,11.283835753642643
509,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.5,66,8900,140.0,No,No,No,11.283835753642643
510,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.0,70,10100,140.0,No,No,No,11.283835753642643
511,Jo Malone London,Perfume,1 oz/ 30 mL,4.0,4,1700,72.0,No,No,Yes,8.651025360870298
512,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.5,74,10100,140.0,No,No,No,11.283835753642643
513,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.5,67,13100,140.0,No,No,No,11.283835753642643
514,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.5,34,4400,190.0,No,No,No,12.679328397518558
515,Jo Malone London,Perfume,3.4 oz/ 100 mL,3.5,45,5300,140.0,No,No,No,11.283835753642643
516,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.5,34,5200,190.0,No,No,No,12.679328397518558
517,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.5,22,4400,190.0,No,No,No,12.679328397518558
518,Jo Malone London,Perfume,1.7 oz/ 50 mL,5.0,24,3500,130.0,No,No,No,10.963919948435288
519,Jo Malone London,Perfume,1 oz/ 30 mL,3.5,3,677,70.0,No,No,No,8.550605122246802
520,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.0,12,2400,190.0,No,No,No,12.679328397518558
521,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.0,43,3800,140.0,No,No,No,11.283835753642643
522,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.0,60,6400,140.0,No,No,No,11.283835753642643
523,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.5,45,5000,140.0,No,No,No,11.283835753642643
524,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.5,10,2100,190.0,No,No,No,12.679328397518558
525,Jo Malone London,Perfume,3.4 oz/ 100 mL,3.5,9,2000,190.0,No,No,No,12.679328397518558
526,Jo Malone London,Perfume,3.4 oz/ 100 mL,4.5,14,3000,140.0,No,No,No,11.283835753642643
527,Jo Malone London,Perfume,1 oz/ 30 mL,4.5,9,2100,72.0,No,No,Yes,8.651025360870298
528,Jo Malone London,Perfume,1.7oz/50mL,3.0,3,425,130.0,No,No,No,10.963919948435288
529,Jo Malone London,Perfume Gift Sets,2 x 1.0 oz/ 30 mL,4.0,5,3400,130.0,No,No,No,10.963919948435288
530,Jo Malone London,Perfume,1 oz/ 30 mL,4.0,6,2300,72.0,No,No,Yes,8.651025360870298
531,Jo Malone London,Perfume,3.4 oz/ 100 mL,3.5,3,664,180.0,No,No,No,12.422911650629937
532,John Varvatos,Cologne,4.2 oz/ 125 mL,4.5,129,1900,92.0,No,No,No,9.561348581144525
533,John Varvatos,Cologne,2.5 oz/ 75 mL,4.5,81,2000,72.0,No,No,No,8.651025360870298
534,John Varvatos,Cologne,2.5 oz/ 75 mL,5.0,139,2100,72.0,No,No,No,8.651025360870298
535,John Varvatos,Cologne,2.5 oz/ 74 mL,4.0,26,951,69.0,No,No,Yes,8.499638387058544
536,John Varvatos,Cologne,2.5 oz/ 74 mL,5.0,12,853,72.0,No,No,Yes,8.651025360870298
537,John Varvatos,Cologne,4.2 oz/ 125 mL,4.0,5,429,94.0,No,No,No,9.64443787350625
538,John Varvatos,Perfume,4.2 oz/ 125 mL,0.0,0,60,94.0,No,No,Yes,9.64443787350625
539,John Varvatos,Cologne,2.5oz/75mL,5.0,5,258,74.0,Yes,No,Yes,8.749506568302204
540,John Varvatos,Cologne,4.2 oz,4.0,4,455,160.0,Yes,No,No,11.878427700101538
541,Juicy Couture,Perfume,1.7 oz/ 50 mL,4.5,1000,35300,79.0,No,No,No,8.987791050934973
542,Juicy Couture,Perfume Gift Sets,no size,0.0,0,340,100.0,Yes,No,Yes,9.886487181936577
543,Juicy Couture,Perfume,1.7 oz/ 50 mL,4.5,133,8100,79.0,No,No,No,8.987791050934973
544,Juicy Couture,Perfume,1.7 oz/ 50 mL,4.5,61,6500,79.0,Yes,No,No,8.987791050934973
545,Juicy Couture,Perfume,1.7 oz/ 50 mL,4.5,579,9000,76.0,No,No,No,8.846137110936349
546,Juicy Couture,Perfume,1.7 oz/ 50 mL,4.0,22,2400,85.0,Yes,No,No,9.260148490029655
547,Juicy Couture,Perfume,3.4 oz/ 100 mL,4.5,118,7200,99.0,No,No,No,9.846867029289216
548,Juicy Couture,Perfume,1.7 oz/ 50 mL,4.5,29,2500,76.0,No,No,No,8.846137110936349
549,Juicy Couture,Perfume,3.4 oz/ 100 mL,4.5,12,1400,130.0,Yes,No,No,10.963919948435288
550,Juliette Has a Gun,Perfume,3.3 oz/ 100 mL,4.0,632,26600,135.0,No,No,No,11.125957257148759
551,Juliette Has a Gun,Perfume,3.4oz/100mL,4.0,122,6200,135.0,No,No,No,11.125957257148759
552,Juliette Has a Gun,Perfume Gift Sets,3 x 0.17 oz/ 5 mL,4.0,7,2700,28.0,Yes,No,Yes,5.70452318145842
553,Juliette Has a Gun,Perfume,3.3 oz/ 100 mL,4.5,113,5600,135.0,No,No,No,11.125957257148759
554,Juliette Has a Gun,Perfume Gift Sets,no size,5.0,8,1300,99.0,No,Yes,Yes,9.846867029289216
555,Juliette Has a Gun,Perfume,3.3 oz/ 100 mL,4.0,81,2700,135.0,No,No,No,11.125957257148759
556,Juliette Has a Gun,Perfume,3.3 oz/ 100 mL,3.5,112,5200,135.0,Yes,No,No,11.125957257148759
557,Juliette Has a Gun,Perfume,0.25 oz/ 7.5 mL,4.5,73,5100,28.0,No,Yes,No,5.70452318145842
558,Juliette Has a Gun,Perfume,3.3 oz/ 100 mL,4.0,25,2800,135.0,No,No,No,11.125957257148759
559,Juliette Has a Gun,Perfume,3.3 oz/ 100 mL,4.0,38,2100,145.0,No,No,No,11.437805170767305
560,Juliette Has a Gun,Perfume,2.5 oz,3.5,7,449,58.0,No,No,No,7.901441522764385
561,Juliette Has a Gun,Perfume,3.3 oz/ 100 mL,4.0,33,2200,145.0,No,No,No,11.437805170767305
562,Juliette Has a Gun,Perfume,3.3 oz/ 98 mL,4.5,32,1800,145.0,No,No,No,11.437805170767305
563,Juliette Has a Gun,Perfume,3.3 oz/ 100 mL,4.0,16,1700,135.0,No,No,No,11.125957257148759
564,Juliette Has a Gun,Perfume,3.3 oz/ 100 mL,4.0,19,1900,135.0,No,No,No,11.125957257148759
565,Juliette Has a Gun,Perfume,no size,4.5,54,5400,35.0,No,No,No,6.327749712805777
566,Juliette Has a Gun,Perfume,3.3 oz/ 100 mL,4.0,22,2000,145.0,No,No,No,11.437805170767305
567,kate spade new york,Perfume,1.7 oz/ 50 mL,4.5,36,3900,78.0,Yes,No,No,8.940999128028045
568,kate spade new york,Perfume,1 oz/ 30 mL,4.5,55,3400,58.0,Yes,No,No,7.901441522764385
569,Kenzo,Perfume,1 oz/ 30 mL,4.0,476,7800,62.0,No,No,No,8.127508568100522
570,Kenzo,Perfume,1.7 oz/ 50 mL,4.5,329,4600,87.0,No,No,No,9.347928840156936
571,Kenzo,Cologne,1.7 oz/ 50 mL,4.0,1,145,63.0,No,No,No,8.182417694122053
572,Kilian,Perfume,1.7 oz/ 50 mL,4.0,42,7300,295.0,Yes,No,No,14.926893139688774
573,Kilian,Perfume,3.4 oz/ 100 mL,4.5,191,7400,135.0,No,No,No,11.125957257148759
574,Kilian,Perfume,1.7 oz/ 50 mL,4.5,45,5900,240.0,No,No,No,13.836036628506333
575,Kilian,Perfume Gift Sets,no size,5.0,15,2100,75.0,No,Yes,Yes,8.798047900293017
576,Kilian,Perfume,1.7 oz/ 50 mL,4.5,14,4000,240.0,Yes,No,No,13.836036628506333
577,Kilian,Perfume,1.7 oz/ 50 mL,4.5,4,804,240.0,Yes,No,No,13.836036628506333
578,Kilian,Perfume,3.4 oz/ 100 mL,4.0,51,2600,135.0,No,No,No,11.125957257148759
579,Kilian,Perfume,1.7 oz/ 50 mL,4.0,6,1300,240.0,No,No,No,13.836036628506333
580,Kilian,Perfume,3.4 oz/ 100 mL,4.5,19,1500,135.0,No,Yes,No,11.125957257148759
581,Kilian,Perfume,1.7 oz/ 50 mL,5.0,5,1400,240.0,Yes,No,No,13.836036628506333
582,Kilian,Perfume,1.7 oz/ 50 mL,5.0,5,898,240.0,No,No,No,13.836036628506333
583,Kilian,Perfume,3.4 oz/ 100 mL,4.5,27,1200,135.0,No,No,No,11.125957257148759
584,Kilian,Perfume,1.7 oz/ 50 mL,4.5,6,2000,240.0,Yes,No,No,13.836036628506333
585,Kilian,Perfume,3.4 oz/ 100 mL,4.5,28,3100,135.0,No,No,No,11.125957257148759
586,Kilian,Perfume Gift Sets,4 x 0.04 oz/ 1.2 mL,3.5,12,2300,22.0,No,Yes,No,5.076002742512173
587,Kilian,Perfume Gift Sets,4 x 0.25 oz/ 7.5 mL,5.0,1,664,195.0,Yes,No,No,12.803996490638077
588,Kilian,Perfume,1.7 oz/ 50 mL,4.5,10,1100,240.0,Yes,No,No,13.836036628506333
589,Kilian,Perfume,no size,0.0,0,79,210.0,Yes,No,Yes,13.165027822642495
590,KVD Vegan Beauty,Perfume,3.4 oz/ 100 mL,4.5,3000,43600,85.0,No,Yes,No,9.260148490029655
591,KVD Vegan Beauty,Perfume,3.4 oz/ 100 mL,4.0,1000,27400,85.0,No,Yes,No,9.260148490029655
592,KVD Vegan Beauty,Perfume Gift Sets,no size,4.0,7,5900,19.0,No,Yes,No,4.71543474776668
593,Lancôme,Perfume,1.7 oz/ 50 mL,4.5,861,39500,99.0,No,No,No,9.846867029289216
594,Lancôme,Perfume,1.7 oz/ 50 mL,4.5,515,7700,96.0,No,No,No,9.726295563932634
595,Lancôme,Perfume Gift Sets,no size,5.0,1,391,69.0,Yes,No,No,8.499638387058544
596,Lancôme,Perfume,1.7 oz/ 50 mL,4.5,27,4300,99.0,No,No,No,9.846867029289216
597,Lancôme,Perfume,1.7 oz/ 50 mL,4.0,85,5000,91.0,No,No,No,9.519327839948668
598,Lancôme,Perfume,1 oz,4.5,101,7000,65.0,No,No,No,8.290427086042193
599,Lancôme,Perfume,3.4oz/100mL,4.5,8,883,133.0,No,No,No,11.061656221296138
600,Maison Louis Marie,Perfume,1.7 oz/ 50 mL,4.0,57,4000,85.0,No,No,No,9.260148490029655
601,Maison Louis Marie,Perfume Gift Sets,no size,2.5,2,570,30.0,Yes,Yes,No,5.892806489984965
602,Maison Louis Marie,Perfume Gift Sets,5 x 0.50oz/ 3mL,4.0,21,3300,48.0,No,Yes,Yes,7.28390388000638
603,Maison Louis Marie,Perfume Gift Sets,3 x 2.5 oz,3.0,1,548,55.0,Yes,No,No,7.72460071065679
604,Maison Louis Marie,Perfume Gift Sets,4 x 0.05oz/1.5mL,4.0,2,1200,18.0,Yes,Yes,Yes,4.586386148823696
605,Maison Louis Marie,Perfume,1.7 oz/ 50 mL,5.0,7,939,85.0,No,No,No,9.260148490029655
606,Maison Louis Marie,Perfume Gift Sets,no size,5.0,5,1300,110.0,Yes,Yes,Yes,10.268177897608886
607,Maison Louis Marie,Perfume,1.7 oz/ 50 mL,5.0,2,827,85.0,No,No,No,9.260148490029655
608,Maison Louis Marie,Perfume,0.50 oz/ 15mL,3.5,5,647,57.0,No,No,No,7.843223226986439
609,Maison Louis Marie,Perfume,1.7 oz/ 50 mL,3.0,1,336,85.0,No,No,No,9.260148490029655
610,Maison Margiela,Cologne,3.4 oz/ 100 mL,4.5,415,18900,130.0,No,No,No,10.963919948435288
611,Maison Margiela,Perfume,3.4 oz/ 100 mL,4.0,244,17600,130.0,No,No,No,10.963919948435288
612,Maison Margiela,Perfume,3.4 oz/ 100 mL,4.0,817,37000,130.0,No,No,No,10.963919948435288
613,Maison Margiela,Perfume,3.4 oz/ 100 mL,4.5,864,41900,130.0,No,No,No,10.963919948435288
614,Maison Margiela,Perfume Gift Sets,10 x 0.06 oz / 10 x 2 mL,4.0,57,12300,35.0,No,Yes,Yes,6.327749712805777
615,Maison Margiela,Perfume,3.4oz/ 100mL,4.5,232,6800,130.0,No,No,No,10.963919948435288
616,Maison Margiela,Perfume,3.4 oz/ 100 mL,4.0,139,3700,130.0,No,Yes,No,10.963919948435288
617,Maison Margiela,Perfume,3.4 oz/ 100 mL,4.5,108,11100,130.0,No,No,No,10.963919948435288
618,Maison Margiela,Perfume Gift Sets,no size,4.5,19,11300,68.0,No,Yes,Yes,8.448150593342275
619,Maison Margiela,Perfume,3.4 oz/ 100 mL,4.0,168,13700,130.0,No,No,No,10.963919948435288
620,Maison Margiela,Perfume Gift Sets,4 x 0.34 oz/ 10 mL,3.5,3,2700,66.0,No,No,No,8.343558863768457
621,Maison Margiela,Perfume,3.4 oz/ 100 mL,4.5,195,5100,130.0,No,No,No,10.963919948435288
622,Maison Margiela,Cologne,3.4 oz/ 100 mL,4.0,74,3700,130.0,No,No,No,10.963919948435288
623,Maison Margiela,Perfume Gift Sets,3 x 0.34 oz/ 10 mL,5.0,12,3900,66.0,No,No,No,8.343558863768457
624,Maison Margiela,Perfume Gift Sets,10 x 0.07 oz/ 2 mL,1.0,1,523,35.0,No,Yes,No,6.327749712805777
625,Maison Margiela,Perfume,0.34 oz/10 mL,4.5,27,4700,30.0,No,Yes,No,5.892806489984965
626,Maison Margiela,Perfume Gift Sets,2 x 0.24 oz/ 7 mL,3.5,12,3500,25.0,No,Yes,No,5.403531282328869
627,Maison Margiela,Perfume,3.4 oz/ 100 mL,4.0,315,11900,130.0,No,No,No,10.963919948435288
628,Maison Margiela,Perfume,3.4 oz/ 100 mL,3.5,141,4400,130.0,No,No,No,10.963919948435288
629,Maison Margiela,Perfume,3.4 oz/ 100 mL,3.5,23,2600,180.0,No,No,No,12.422911650629937
630,Maison Margiela,Perfume,0.34 oz/10 mL,4.0,8,973,30.0,No,Yes,No,5.892806489984965
631,Maison Margiela,Perfume,0.34 oz/10 mL,4.0,25,2300,30.0,No,Yes,No,5.892806489984965
632,Marc Jacobs Fragrances,Perfume,3.4 oz/ 100 mL,4.5,1000,84800,106.0,No,No,No,10.118547853533446
633,Marc Jacobs Fragrances,Perfume,4.25 oz/ 125 mL,4.5,923,44300,118.0,No,No,No,10.556346352542793
634,Marc Jacobs Fragrances,Perfume,3.4 oz/ 100 mL,4.5,248,15300,106.0,No,No,No,10.118547853533446
635,Marc Jacobs Fragrances,Perfume,1.7 oz/ 50 mL,4.0,282,24100,86.0,No,No,No,9.304217753435424
636,Marc Jacobs Fragrances,Perfume,3.4 oz/ 100 mL,4.5,184,8000,106.0,No,No,No,10.118547853533446
637,Marc Jacobs Fragrances,Perfume Gift Sets,no size,4.5,36,11900,22.0,No,Yes,Yes,5.076002742512173
638,Marc Jacobs Fragrances,Fragrance,3 x 0.33 oz/ 10 mL,0.0,0,653,55.0,No,No,Yes,7.72460071065679
639,Marc Jacobs Fragrances,Perfume,1.6 oz/ 50 mL,5.0,13,1600,86.0,No,Yes,Yes,9.304217753435424
640,Marc Jacobs Fragrances,Cologne,4.2 oz/ 125 mL,5.0,84,2200,93.0,No,No,No,9.603049985069141
641,Marc Jacobs Fragrances,Perfume,1.7 oz/ 50 mL,4.0,110,6300,99.0,No,No,No,9.846867029289216
642,Marc Jacobs Fragrances,Perfume,1.6 oz/ 50 mL,5.0,5,1800,86.0,No,Yes,Yes,9.304217753435424
643,Marc Jacobs Fragrances,Perfume,1.7 oz,4.5,194,7400,95.0,No,No,No,9.685517901520962
644,Marc Jacobs Fragrances,Perfume Gift Sets,no size,0.0,0,237,114.0,Yes,No,Yes,10.414036550325743
645,Marc Jacobs Fragrances,Perfume,1.7 oz/ 50 mL,4.5,65,6200,95.0,No,No,No,9.685517901520962
646,Marc Jacobs Fragrances,Perfume,3.4 oz,4.0,34,3100,62.0,No,No,Yes,8.127508568100522
647,Marc Jacobs Fragrances,Perfume,2.5 oz/ 75 mL,4.5,4,1300,100.0,No,Yes,Yes,9.886487181936577
648,Marc Jacobs Fragrances,Perfume,1.6 oz/ 50 mL,4.0,1,737,86.0,No,Yes,Yes,9.304217753435424
649,Marc Jacobs Fragrances,Perfume,3.4 oz,4.0,37,2000,62.0,No,No,Yes,8.127508568100522
650,Marc Jacobs Fragrances,Perfume,3.4 oz,4.0,21,1700,62.0,No,No,Yes,8.127508568100522
651,Marc Jacobs Fragrances,Perfume Gift Sets,no size,0.0,0,610,90.0,No,Yes,Yes,9.476981766170557
652,Marc Jacobs Fragrances,Perfume Gift Sets,no size,4.5,8,1200,90.0,No,Yes,Yes,9.476981766170557
653,Marc Jacobs Fragrances,Perfume Gift Sets,no size,0.0,0,1600,45.0,No,Yes,No,7.081144362518933
654,Michael Kors,Perfume,3.4 oz,4.5,510,10900,118.0,Yes,No,No,10.556346352542793
655,Michael Kors,Perfume,3.4 oz/ 100 mL,4.0,50,5100,118.0,Yes,No,No,10.556346352542793
656,Michael Kors,Perfume,3.4 oz/ 100 mL,4.5,50,5000,112.0,No,No,No,10.341564235665903
657,Michael Kors,Perfume Gift Sets,no size,0.0,0,108,122.0,Yes,No,Yes,10.69530969343442
658,Michael Kors,Cologne,1.4 oz/ 41 mL,5.0,7,781,56.0,Yes,No,No,7.784283642881873
659,Miu Miu,Perfume,1.7oz/50mL,4.0,70,3400,99.0,No,No,No,9.846867029289216
660,Miu Miu,Perfume Gift Sets,no size,4.5,14,10600,28.0,Yes,Yes,Yes,5.70452318145842
661,Miu Miu,Perfume,3.4 oz/ 101 mL,3.5,301,10300,126.0,No,No,No,10.831111229874148
662,Miu Miu,Perfume,3.4 oz/ 100mL,4.0,82,7800,107.0,No,No,No,10.156321937926906
663,Miu Miu,Perfume,3.4 oz/ 100 mL,3.5,144,6600,126.0,No,No,No,10.831111229874148
664,Miu Miu,Perfume Gift Sets,no size,5.0,1,1000,35.0,No,No,Yes,6.327749712805777
665,Miu Miu,Perfume,1.7 oz/ 50 mL,4.0,16,2300,99.0,No,No,No,9.846867029289216
666,Miu Miu,Perfume Gift Sets,no size,5.0,2,565,87.0,No,No,Yes,9.347928840156936
667,Miu Miu,Perfume Gift Sets,no size,0.0,0,306,85.0,Yes,No,Yes,9.260148490029655
668,Montblanc,Cologne,3.3 oz/ 100 mL,5.0,148,5100,92.0,No,No,No,9.561348581144525
669,Montblanc,Perfume,3.3 oz/ 100 mL,5.0,9,522,98.0,No,No,No,9.806965006640148
670,Montblanc,Cologne,1.7 oz/ 50 mL,5.0,28,1500,75.0,No,No,No,8.798047900293017
671,Montblanc,Cologne,1.7 oz/ 50 mL,5.0,6,650,78.0,No,No,No,8.940999128028045
672,Moschino,Perfume,1.7oz/50mL,4.5,55,6500,76.0,Yes,No,No,8.846137110936349
673,Moschino,Cologne,3.4 oz/ 100 mL,4.0,4,309,96.0,Yes,No,No,9.726295563932634
674,Moschino,Perfume Gift Sets,2 x 0.17oz/5mL,4.0,11,3200,20.0,No,No,No,4.839800743255356
675,Moschino,Perfume,1.7 oz/ 50 mL,4.0,119,15300,62.0,No,No,No,8.127508568100522
676,Mugler,Perfume,2 oz/ 60 mL,4.5,862,24800,120.0,No,No,No,10.626234399741618
677,Mugler,Perfume,0.8 oz/ 25 mL,4.0,1000,21500,84.0,No,No,No,9.215713848773868
678,Mugler,Perfume,2 oz/ 60 mL,4.0,33,2000,70.0,No,No,No,8.550605122246802
679,Narciso Rodriguez,Perfume,1 oz/ 30 mL,4.5,619,12400,58.0,No,No,No,7.901441522764385
680,Narciso Rodriguez,Perfume,1.6oz/50mL,4.5,16,1300,100.0,Yes,No,No,9.886487181936577
681,Narciso Rodriguez,Perfume,3.3 oz/ 100 mL,4.5,14,2400,128.0,No,No,No,10.897879691756224
682,Narciso Rodriguez,Perfume,1.6 oz/ 50 mL,4.5,312,10600,100.0,No,No,No,9.886487181936577
683,Narciso Rodriguez,Fragrance,no size,0.0,0,347,46.0,Yes,No,Yes,7.149757390957891
684,Narciso Rodriguez,Perfume Gift Sets,no size,4.0,7,2900,40.0,No,No,No,6.721017968599322
685,NEST New York,Perfume,1.7 oz/ 50 mL,4.0,123,5800,74.0,No,Yes,No,8.749506568302204
686,NEST New York,Perfume,1.7 oz/ 50 mL,4.5,41,2700,74.0,No,Yes,No,8.749506568302204
687,NEST New York,Perfume Gift Sets,no size,4.0,2,2000,40.0,No,Yes,Yes,6.721017968599322
688,NEST New York,Perfume,1.7 oz/ 50 mL,4.5,480,17700,74.0,No,No,No,8.749506568302204
689,NEST New York,Perfume,3.4 oz/ 100 mL,4.5,88,5500,128.0,Yes,No,No,10.897879691756224
690,NEST New York,Perfume,0.27 oz/ 8 mL,4.5,11,3000,27.0,No,Yes,No,5.606823093454363
691,NEST New York,Perfume Gift Sets,3 x 0.2 oz/ 6 mL,4.5,9,2700,22.0,No,Yes,Yes,5.076002742512173
692,NEST New York,Perfume,1.7 oz/ 50 mL,4.5,206,10600,74.0,No,No,No,8.749506568302204
693,NEST New York,Perfume,1.7 oz/ 50 mL,4.5,328,10600,74.0,No,No,No,8.749506568302204
694,NEST New York,Perfume,1.7 oz/ 50 mL,4.5,265,8600,74.0,No,No,No,8.749506568302204
695,NEST New York,Perfume,1.7 oz/ 50 mL,4.5,66,4800,74.0,No,Yes,No,8.749506568302204
696,NEST New York,Perfume,1.7 oz/ 50 mL,4.5,133,6800,74.0,No,No,No,8.749506568302204
697,NEST New York,Fragrance,no size,0.0,0,154,54.0,No,No,Yes,7.664151279756233
698,NEST New York,Fragrance,no size,0.0,0,107,54.0,Yes,No,Yes,7.664151279756233
699,NEST New York,Perfume Gift Sets,no size,0.0,0,261,22.0,No,Yes,Yes,5.076002742512173
700,NEST New York,Perfume Gift Sets,no size,4.5,8,912,14.0,No,Yes,Yes,4.01311568041789
701,NEST New York,Perfume Gift Sets,no size,4.5,40,7400,40.0,No,Yes,No,6.721017968599322
702,Origins,Perfume,3.4 oz/ 100 mL,4.5,42,4100,61.5,No,No,No,8.099820667183927
703,OUAI,Perfume,1.7 oz/ 50 mL,4.0,70,6000,56.0,No,No,No,7.784283642881873
704,OUAI,Perfume,1.7 oz/ 50 mL,4.0,98,7500,56.0,No,No,No,7.784283642881873
705,Paco Rabanne,Cologne,3.4 oz/ 100 mL,4.5,385,10000,92.0,No,No,No,9.561348581144525
706,Paco Rabanne,Cologne,3.4 oz/ 100 mL,5.0,133,6100,92.0,No,No,No,9.561348581144525
707,Paco Rabanne,Cologne,3.4 oz/ 100 mL,4.5,30,1300,92.0,No,No,No,9.561348581144525
708,Paco Rabanne,Cologne,3.4 oz/ 100 mL,5.0,35,1400,100.0,No,No,No,9.886487181936577
709,Paco Rabanne,Perfume,3.4oz/100mL,5.0,8,493,100.0,No,No,No,9.886487181936577
710,Paco Rabanne,Cologne,3.4 oz/ 100 mL,5.0,12,575,92.0,No,No,No,9.561348581144525
711,Paco Rabanne,Cologne,4.2 oz/ 125 mL,4.5,11,883,86.0,No,No,No,9.304217753435424
712,philosophy,Perfume,2 oz/ 60 mL,4.5,1000,31100,50.0,No,No,No,7.414182971912106
713,philosophy,Perfume,2 oz/ 60 mL,4.5,828,14300,50.0,No,No,No,7.414182971912106
714,philosophy,Perfume Gift Sets,no size,0.0,0,205,58.0,Yes,No,Yes,7.901441522764385
715,philosophy,Perfume,2.0 oz/ 60 mL,4.5,130,6300,50.0,No,No,No,7.414182971912106
716,philosophy,Perfume,2 oz,4.0,48,2100,60.0,No,No,No,8.01579744448119
717,philosophy,Perfume,2 oz/ 60 mL,4.5,572,9300,50.0,No,No,No,7.414182971912106
718,philosophy,Perfume,2 oz,4.0,193,7800,42.0,No,No,No,6.868662914071963
719,philosophy,Perfume,2oz/60mL,4.0,72,1500,50.0,Yes,No,No,7.414182971912106
720,philosophy,Perfume Gift Sets,no size,4.0,1,302,74.0,No,No,No,8.749506568302204
721,philosophy,Perfume,2.0 oz/ 60 mL,4.0,35,2200,50.0,No,No,No,7.414182971912106
722,philosophy,Perfume,2 oz,4.5,420,2500,50.0,No,No,Yes,7.414182971912106
723,philosophy,Perfume Gift Sets,no size,4.5,3,926,49.0,Yes,No,Yes,7.349509945238935
724,philosophy,Perfume,2 oz/ 60 mL,4.0,103,2100,50.0,No,No,No,7.414182971912106
725,PHLUR,Perfume,1.7oz/ 50 mL,4.5,21,1200,96.0,No,No,No,9.726295563932634
726,PHLUR,Perfume,1.7oz/ 50 mL,4.5,54,2500,96.0,No,No,No,9.726295563932634
727,PHLUR,Perfume,1.7oz/ 50 mL,4.0,27,764,96.0,No,No,No,9.726295563932634
728,PHLUR,Perfume Gift Sets,3 x 0.07 oz/ 2 mL,4.0,6,839,18.0,No,No,No,4.586386148823696
729,PHLUR,Perfume,1.7oz/ 50 mL,4.5,11,689,96.0,No,No,No,9.726295563932634
730,PHLUR,Cologne,1.7oz/ 50 mL,4.5,13,771,96.0,No,No,No,9.726295563932634
731,PHLUR,Perfume,1.7oz/ 50 mL,4.5,18,1100,96.0,No,No,No,9.726295563932634
732,PHLUR,Perfume,1.7oz/ 50 mL,4.5,8,677,96.0,No,No,No,9.726295563932634
733,PHLUR,Perfume,1.7oz/ 50 mL,4.5,14,793,96.0,No,No,No,9.726295563932634
734,Pink Sugar,Perfume,1 oz/ 30 mL,4.5,3000,47300,30.0,No,Yes,No,5.892806489984965
735,PINROSE,Perfume,1.7 oz/ 50 mL,4.0,151,8600,77.0,No,Yes,No,8.893784278203992
736,PINROSE,Perfume,1.7 oz/ 50 mL,4.0,77,3300,77.0,No,Yes,No,8.893784278203992
737,PINROSE,Perfume,1.7 oz/ 50 mL,4.0,71,3700,77.0,No,Yes,No,8.893784278203992
738,PINROSE,Perfume Gift Sets,8 x 0.05 oz/ 1.5 mL Eau de Parfum,4.0,8,2000,25.0,No,Yes,Yes,5.403531282328869
739,PINROSE,Perfume,1.7 oz/ 50 mL,4.0,68,3600,77.0,No,Yes,No,8.893784278203992
740,PINROSE,Perfume,1.7 oz/ 50 mL,4.0,28,2400,77.0,No,Yes,No,8.893784278203992
741,PINROSE,Perfume,1.7 oz/ 50 mL,4.0,37,2900,77.0,No,Yes,No,8.893784278203992
742,PINROSE,Perfume,1.7 oz/ 50 mL,4.5,13,3200,48.0,No,Yes,No,7.28390388000638
743,PINROSE,Perfume,1.7 oz/ 50 mL,4.0,73,4400,77.0,No,Yes,No,8.893784278203992
744,PINROSE,Perfume,0.27 oz/ 8 mL,5.0,1,294,27.0,No,No,No,5.606823093454363
745,PINROSE,Perfume,0.27 oz/ 8 mL,5.0,2,244,27.0,No,No,No,5.606823093454363
746,PINROSE,Perfume,1.7 oz/ 50 mL,4.0,39,2800,77.0,No,Yes,No,8.893784278203992
747,PINROSE,Perfume,1.7 oz/ 50 mL,4.0,20,1700,77.0,No,Yes,No,8.893784278203992
748,Prada,Perfume,2.7 oz/ 80 mL,4.0,1000,45200,126.0,No,No,No,10.831111229874148
749,Prada,Cologne,3.4 oz/ 100 mL,5.0,55,3400,94.0,No,No,No,9.64443787350625
